7.27,65.17,33.8,T3
3.06,40.06,17.04,T3
3.74,76.54,38.42,T2
2.28,95.83,23.86,T3
5.55,7.67,14.61,T2
9.97,88.43,16.85,T2
4.76,58.43,22.59,T2
0.82,66.81,17.47,T3
4.97,80.66,30.76,T1
7.0,47.55,2.02,T2
4.06,89.82,10.73,T2
1.01,59.04,46.64,T2
0.14,24.86,15.08,T1
5.2,29.73,3.33,T1
9.39,65.4,9.03,T3
7.38,3.9,49.48,T2
0.17,95.61,12.35,T2
7.75,53.12,36.45,T1
9.63,92.87,9.89,T2
2.36,44.18,37.25,T3
2.56,38.4,6.84,T3
5.91,99.94,6.51,T2
8.37,40.5,17.89,T1
6.41,88.87,47.57,T2
9.79,34.79,13.53,T3
9.67,84.8,18.91,T1
7.43,4.74,13.4,T1
6.2,36.16,47.15,T2
1.91,99.55,22.27,T1
9.55,89.53,17.55,T3
3.03,32.72,20.09,T3
6.16,92.95,48.72,T2
9.85,45.02,35.87,T2
0.79,19.48,11.58,T2
4.28,41.87,17.79,T1
3.8,91.05,30.91,T3
0.77,52.54,23.83,T3
7.07,57.83,37.24,T2
6.54,82.5,43.48,T3
5.64,83.13,48.58,T1
1.94,0.71,0.19,T1
1.5,36.54,41.4,T2
9.59,80.54,7.33,T2
4.05,73.81,44.98,T2
9.32,17.14,49.48,T1
1.11,19.5,36.74,T1
3.34,68.29,33.98,T3
3.15,86.36,19.74,T1
0.87,7.51,46.37,T1
6.4,74.64,38.62,T2
6.71,16.75,47.21,T2
2.55,51.75,38.1,T3
8.36,19.17,34.28,T3
6.64,4.14,0.31,T2
2.5,40.76,28.0,T1
3.69,0.46,21.86,T3
2.03,71.36,23.21,T3
6.77,53.93,6.38,T3
0.09,74.42,19.05,T2
6.74,81.88,8.0,T1
4.65,87.71,25.95,T2
3.25,4.41,1.01,T1
6.48,79.27,39.85,T3
3.15,57.33,4.95,T3
5.59,67.24,34.61,T1
6.65,20.81,46.35,T1
7.53,57.29,6.49,T2
5.73,83.89,35.23,T1
9.16,15.5,26.43,T2
1.16,3.03,23.31,T2
0.9,39.63,10.59,T3
1.53,44.1,47.2,T2
8.49,46.07,27.44,T1
2.86,2.48,14.72,T3
1.3,9.43,14.38,T2
9.69,75.82,18.28,T1
4.86,25.73,41.6,T3
0.97,87.5,40.9,T1
7.24,48.35,1.48,T2
3.44,2.96,46.31,T3
6.7,15.43,34.03,T3
7.72,65.6,24.01,T3
9.55,47.86,31.14,T2
5.82,70.13,8.05,T2
6.89,93.99,49.53,T3
0.12,44.12,6.01,T1
5.83,38.04,36.91,T3
4.2,11.95,11.75,T1
7.46,97.28,10.97,T3
4.58,40.57,34.18,T1
5.11,24.46,48.98,T2
3.13,72.14,40.43,T3
0.49,74.0,40.27,T2
9.11,11.65,4.78,T1
8.57,58.68,1.04,T1
5.37,66.31,27.01,T2
4.85,91.64,45.46,T2
5.43,50.8,23.71,T3
3.36,39.8,48.38,T2
9.1,4.07,35.92,T1
1.55,2.82,48.71,T2
6.61,76.55,25.27,T2
6.5,90.3,7.89,T1
2.99,84.82,16.25,T2
1.07,84.75,17.99,T1
4.98,18.31,22.61,T1
5.29,83.35,21.92,T1
8.06,65.01,0.48,T2
2.88,33.51,0.62,T2
6.35,99.5,24.43,T3
4.94,16.24,37.65,T2
0.24,21.06,2.97,T1
1.03,18.92,41.74,T2
2.4,48.35,11.16,T1
1.45,46.14,42.33,T3
8.12,22.78,37.07,T3
1.6,82.7,6.53,T1
8.24,48.38,11.19,T3
7.53,80.96,2.88,T1
2.87,49.72,36.31,T3
0.55,62.55,36.56,T2
5.37,5.36,2.29,T1
5.01,62.36,21.01,T2
6.72,94.07,5.48,T3
1.25,44.25,22.76,T3
2.96,48.03,14.22,T3
5.3,74.29,17.75,T2
9.27,59.37,41.53,T2
9.13,74.99,38.3,T3
8.0,98.73,24.38,T2
1.52,78.52,28.24,T1
5.39,87.08,35.63,T1
6.36,99.25,41.81,T1
9.7,65.72,8.28,T3
2.04,37.25,16.43,T1
6.02,42.84,36.62,T3
0.64,34.28,30.79,T1
2.59,81.24,26.69,T1
8.84,1.44,13.1,T1
3.45,7.34,24.26,T2
5.12,55.9,27.55,T3
4.62,32.89,4.34,T2
5.19,77.67,19.78,T2
8.34,56.04,48.81,T1
9.79,68.23,43.69,T1
1.73,26.55,15.44,T1
3.82,68.27,47.09,T3
6.35,86.87,26.13,T3
0.9,15.6,14.27,T2
8.02,61.2,27.9,T3
6.37,43.13,17.0,T2
0.01,91.6,42.6,T2
1.53,98.66,3.18,T3
2.43,33.12,49.22,T1
9.04,49.94,43.77,T1
0.05,63.88,20.72,T3
7.08,68.17,33.17,T3
3.28,17.91,24.86,T1
7.36,82.0,39.18,T1
2.48,95.95,11.8,T1
6.81,64.31,12.31,T1
0.86,53.86,5.69,T3
3.08,94.47,20.21,T1
5.85,52.25,39.38,T1
4.68,28.79,42.59,T2
6.88,0.33,23.25,T1
8.94,88.34,22.22,T2
7.7,88.54,39.98,T1
8.61,48.85,26.06,T2
9.38,56.35,44.88,T1
1.09,80.43,0.79,T1
1.31,69.01,9.1,T1
2.01,49.89,40.9,T2
4.01,73.02,18.79,T2
2.39,90.06,7.14,T2
8.56,57.81,28.37,T2
6.4,63.71,1.29,T3
4.66,53.1,6.41,T2
4.35,74.97,13.85,T2
8.45,62.2,38.27,T1
5.86,91.8,24.81,T1
7.2,71.93,0.84,T1
9.5,84.29,16.05,T2
7.75,46.8,43.74,T1
5.52,35.7,18.36,T2
1.72,42.93,18.71,T3
8.57,95.68,7.59,T2
8.48,19.28,43.26,T2
1.35,43.31,43.94,T2
1.39,5.39,42.67,T2
1.11,56.11,40.17,T2
7.81,26.25,29.01,T3
1.63,28.17,23.51,T3
0.94,0.83,34.85,T1
9.58,96.7,49.5,T3
4.81,25.17,44.49,T2
1.5,60.01,34.77,T2
1.41,9.16,6.79,T1
4.76,17.23,26.62,T1
3.86,58.54,19.69,T1
8.16,10.6,3.29,T3
7.82,44.85,17.48,T1
6.6,99.36,11.05,T3
4.68,52.32,33.47,T3
6.17,97.44,37.85,T2
0.53,57.08,23.22,T2
7.11,60.39,39.24,T1
7.51,90.72,13.69,T3
8.26,22.41,5.3,T3
2.1,89.33,34.03,T2
0.83,31.15,7.12,T1
7.81,6.97,40.68,T3
7.15,73.13,33.28,T2
3.47,18.95,47.94,T1
1.68,56.09,24.79,T2
0.24,32.54,35.86,T2
5.7,23.42,46.8,T3
6.02,11.48,49.33,T3
8.61,20.2,2.21,T2
5.59,38.57,40.03,T1
4.8,59.7,35.66,T1
1.93,11.58,38.59,T2
2.55,29.6,38.99,T2
6.14,82.08,40.06,T2
0.16,42.74,0.41,T1
0.53,3.89,40.42,T3
6.94,51.02,16.8,T1
9.12,62.75,44.83,T2
2.26,25.34,49.4,T3
5.85,57.94,29.32,T2
9.53,44.87,27.76,T3
5.55,35.96,9.89,T3
7.59,15.25,30.69,T3
5.78,52.18,31.27,T1
3.29,53.2,46.86,T2
2.74,90.68,46.37,T1
9.74,28.92,48.29,T2
3.92,10.94,38.79,T1
0.01,16.98,31.55,T2
3.19,1.86,35.63,T3
5.81,49.0,47.55,T2
3.64,65.85,44.52,T2
1.65,17.96,18.09,T1
7.51,86.88,8.44,T1
1.2,91.49,26.58,T3
5.49,29.79,4.94,T3
6.25,37.24,33.46,T3
3.09,54.43,21.66,T1
3.13,93.36,34.43,T2
8.17,8.89,18.2,T1
0.09,79.03,13.66,T1
8.26,39.86,45.98,T2
7.59,10.33,18.04,T2
0.27,41.2,21.85,T1
9.3,58.64,4.23,T3
4.31,2.09,26.17,T3
0.68,6.25,35.82,T1
8.35,28.72,6.33,T1
1.97,74.58,48.14,T2
2.43,67.07,21.23,T1
6.59,97.26,22.13,T1
6.72,68.05,19.0,T1
1.3,41.6,11.22,T3
1.65,58.23,35.98,T3
8.29,3.81,36.69,T1
5.26,78.88,2.14,T3
8.44,36.78,30.55,T2
7.89,54.66,41.83,T1
8.87,36.09,40.04,T2
3.88,88.91,35.4,T3
6.7,83.09,4.83,T1
3.25,26.85,1.87,T3
5.31,76.4,37.4,T3
6.77,92.26,27.94,T3
5.69,42.87,28.66,T3
8.35,75.26,7.51,T1
3.63,49.07,46.49,T2
2.96,54.19,20.45,T3
0.43,39.13,48.84,T3
7.45,66.2,30.38,T1
5.96,82.02,34.33,T3
6.92,78.61,38.12,T1
4.44,75.26,19.29,T3
0.63,53.99,20.56,T2
6.76,87.73,7.4,T1
9.83,90.93,46.08,T1
3.62,73.89,46.22,T3
2.86,21.56,10.4,T1
1.91,35.39,8.49,T1
5.74,38.9,42.65,T3
5.56,47.47,38.97,T3
3.71,63.32,32.56,T1
5.1,97.25,45.7,T3
0.08,4.67,40.3,T1
8.11,92.93,35.77,T2
0.67,98.03,37.12,T3
5.5,44.7,33.38,T3
6.1,81.46,0.39,T2
0.99,60.48,45.87,T3
4.98,2.48,20.7,T1
6.48,41.72,43.98,T2
9.58,49.99,20.95,T2
2.28,2.86,36.16,T1
9.29,70.37,27.58,T3
0.17,8.71,3.65,T3
6.21,54.09,31.45,T1
3.43,41.95,9.13,T3
8.26,13.38,4.37,T1
6.77,93.23,6.36,T2
7.09,49.09,13.87,T1
3.71,14.58,21.09,T3
3.58,93.68,40.64,T1
5.53,26.16,39.44,T2
3.48,3.36,31.03,T2
0.07,79.45,23.26,T1
5.44,97.73,21.84,T2
7.48,10.86,35.02,T3
0.3,75.83,41.16,T3
9.52,80.0,21.81,T3
5.44,51.62,42.56,T2
9.01,81.6,37.21,T1
5.51,84.43,12.5,T1
4.99,31.92,45.85,T2
0.01,3.94,43.88,T2
3.88,50.34,49.11,T2
0.2,13.99,43.21,T1
9.8,26.07,35.33,T3
4.85,18.93,21.35,T3
4.37,32.29,39.03,T2
8.74,82.48,30.29,T3
0.12,53.82,12.48,T3
9.8,45.91,4.86,T2
8.91,38.57,17.01,T2
6.17,80.02,28.21,T1
3.28,27.54,15.36,T2
10.0,52.41,26.17,T2
8.31,21.69,43.66,T1
5.48,32.35,19.19,T3
9.95,5.21,10.43,T3
1.22,4.19,26.14,T3
4.79,19.83,10.9,T3
3.46,28.97,46.62,T2
2.29,28.55,20.28,T3
9.41,69.04,28.86,T3
5.56,15.39,30.69,T2
1.15,80.23,28.98,T2
8.9,86.09,15.0,T3
0.87,95.23,13.46,T3
8.82,24.16,4.3,T1
1.35,76.52,19.69,T3
6.41,61.1,0.01,T3
2.25,59.33,23.42,T3
2.49,38.47,9.86,T1
6.68,28.04,11.66,T2
8.94,26.18,34.29,T1
7.51,59.25,26.38,T3
8.67,0.07,46.26,T2
4.02,34.04,21.75,T2
2.94,7.75,14.24,T1
1.72,42.45,16.1,T2
5.61,57.4,25.53,T3
1.68,61.7,38.12,T2
2.11,95.33,30.76,T1
8.94,31.16,19.41,T1
9.57,2.6,11.51,T1
7.29,61.87,16.96,T2
9.16,81.34,7.8,T2
6.68,20.68,7.12,T1
1.57,62.81,45.6,T3
0.68,63.12,10.74,T1
5.88,91.6,31.94,T3
1.67,9.21,27.06,T3
3.65,5.37,20.59,T2
0.87,48.1,9.38,T1
0.33,3.28,30.06,T2
4.13,78.36,0.74,T3
1.0,17.53,45.1,T1
0.14,53.29,13.6,T1
1.19,86.9,42.52,T3
2.71,38.04,25.58,T1
3.7,51.49,28.21,T1
3.61,46.11,25.79,T2
7.02,50.51,38.28,T1
1.07,27.96,11.18,T3
6.6,0.43,16.34,T1
9.22,85.84,38.68,T3
9.34,98.4,36.7,T1
2.41,76.43,7.96,T2
5.92,82.35,45.16,T2
8.6,57.4,37.44,T1
4.17,32.74,27.11,T1
3.04,53.66,12.85,T1
4.44,28.52,40.94,T1
8.29,52.0,49.44,T1
7.72,91.42,31.98,T1
5.43,97.12,12.11,T3
7.23,45.85,23.31,T3
4.07,36.7,24.07,T1
6.85,19.47,24.48,T3
5.93,28.82,21.57,T1
4.3,13.94,14.71,T1
1.25,17.31,5.08,T2
4.81,42.72,37.03,T3
1.61,94.51,42.59,T2
5.97,36.18,25.16,T1
2.56,20.63,16.18,T3
4.45,56.07,6.62,T3
2.72,20.71,13.27,T2
7.0,40.16,35.2,T3
0.8,60.73,3.63,T3
5.09,21.71,20.05,T3
3.65,35.37,8.15,T1
4.74,69.12,11.3,T3
8.22,27.04,16.04,T2
1.08,99.3,39.12,T1
1.28,18.88,17.92,T1
1.79,5.68,15.73,T1
2.57,39.16,14.89,T3
8.04,92.2,40.7,T1
4.31,83.68,31.43,T1
0.0,27.66,27.22,T1
8.01,62.99,29.69,T2
7.25,49.84,33.51,T2
7.78,72.79,1.6,T3
9.82,14.38,5.09,T1
0.74,35.59,44.09,T1
9.12,79.55,27.17,T3
9.45,61.66,48.65,T1
8.38,28.75,5.16,T1
1.75,61.02,9.28,T2
7.37,50.19,17.15,T3
6.52,82.65,49.03,T3
6.1,31.21,0.24,T2
9.25,22.71,30.7,T1
7.22,7.72,11.35,T1
1.77,59.99,45.8,T3
9.84,38.18,33.31,T3
0.24,31.87,13.66,T3
5.96,31.43,4.46,T3
6.93,79.84,16.89,T1
5.47,42.11,7.3,T3
2.47,45.08,44.03,T3
9.67,11.24,49.54,T1
5.52,10.03,49.74,T1
1.45,83.79,34.75,T1
5.46,10.67,48.71,T1
4.12,52.41,18.18,T2
1.01,60.23,2.19,T1
2.03,75.4,46.69,T3
8.62,16.41,46.28,T1
7.67,3.86,1.58,T2
0.78,34.77,27.25,T1
5.78,68.95,1.66,T3
3.0,1.97,3.17,T1
7.92,30.13,44.78,T3
3.09,10.47,47.22,T1
3.59,72.35,18.48,T3
0.57,45.87,16.51,T1
6.51,90.8,19.32,T3
4.16,5.02,11.3,T3
7.78,29.41,37.98,T1
3.98,65.51,10.43,T1
0.18,62.79,30.89,T2
0.16,12.29,5.9,T1
8.25,9.88,15.36,T1
5.61,12.6,2.64,T2
9.18,42.63,12.24,T3
3.35,4.84,21.54,T3
4.52,63.44,29.77,T3
8.63,26.09,11.95,T1
8.26,14.01,4.56,T3
7.23,69.82,1.69,T2
2.97,18.94,32.48,T3
2.43,24.3,13.03,T3
4.71,59.58,30.55,T3
8.29,91.88,31.14,T1
0.72,9.8,41.69,T2
5.85,43.91,29.09,T2
5.53,13.5,46.69,T3
0.08,31.17,0.68,T3
7.67,81.23,8.97,T2
1.91,10.07,13.72,T3
5.86,51.52,31.29,T3
3.12,64.84,43.9,T3
5.9,24.48,23.65,T2
3.98,96.04,19.78,T1
3.62,53.78,28.03,T3
7.3,87.01,43.33,T3
2.89,62.17,37.97,T2
3.88,37.0,42.98,T3
7.51,58.44,38.67,T3
10.0,0.76,4.39,T1
4.45,8.24,49.47,T2
3.6,52.68,40.22,T3
5.43,38.87,13.66,T3
9.29,75.39,8.97,T3
5.3,95.36,23.3,T2
9.9,78.62,21.69,T3
8.2,24.9,2.65,T2
5.98,30.37,0.44,T3
8.54,59.14,24.28,T1
7.0,29.34,19.69,T3
7.56,89.44,20.73,T2
6.2,98.65,24.96,T3
0.49,96.6,49.0,T2
3.66,9.48,12.88,T3
9.53,1.7,14.04,T1
3.44,37.54,0.12,T3
1.79,1.72,49.68,T2
2.11,66.67,5.25,T3
2.11,40.43,2.32,T3
9.44,62.47,49.67,T3
8.82,87.76,22.58,T2
7.3,86.48,37.23,T2
2.92,35.79,2.23,T2
8.87,81.4,16.63,T3
9.1,39.0,48.61,T1
9.62,76.7,35.18,T1
5.55,10.29,28.67,T1
1.15,10.91,29.15,T3
9.64,78.56,45.46,T2
9.56,68.24,18.64,T1
3.12,20.85,49.98,T2
5.23,87.29,41.66,T3
4.64,80.14,10.95,T3
7.83,55.46,28.83,T3
5.71,16.99,1.19,T3
3.23,21.56,3.27,T3
8.54,48.15,5.37,T2
9.86,28.45,15.01,T3
3.37,55.77,20.2,T2
0.87,49.84,13.18,T3
8.43,98.75,28.14,T2
4.95,72.21,43.13,T2
2.71,52.5,41.84,T3
9.63,59.73,32.67,T2
6.98,62.04,41.92,T3
6.09,22.17,1.59,T1
3.18,96.13,0.27,T1
1.97,73.42,12.82,T2
9.05,85.89,30.71,T2
2.75,24.67,18.89,T2
3.82,44.05,12.26,T3
6.65,99.87,8.09,T2
9.53,96.0,48.93,T1
7.92,94.36,13.38,T2
2.62,34.0,31.79,T1
1.68,92.78,40.91,T1
8.59,73.34,21.61,T1
2.3,90.95,35.14,T3
9.66,5.98,48.95,T3
4.73,73.55,14.0,T2
5.41,33.23,5.8,T1
0.64,39.05,20.41,T3
1.66,28.41,39.1,T2
5.97,30.43,34.72,T2
6.91,29.12,13.1,T3
8.33,58.75,36.72,T3
6.47,13.66,6.65,T1
1.41,93.78,22.74,T3
4.3,51.56,17.99,T3
3.62,52.17,34.27,T1
1.66,14.63,6.9,T2
6.69,62.68,43.47,T2
2.73,5.68,4.24,T1
7.49,15.63,47.77,T2
0.24,31.87,35.21,T2
9.42,50.0,20.98,T3
1.43,88.73,17.36,T2
7.45,73.72,25.85,T3
5.55,84.54,1.86,T3
6.49,41.05,28.32,T1
4.29,99.28,15.64,T3
4.25,44.74,30.88,T1
5.77,46.53,1.02,T2
6.54,21.94,9.16,T2
0.22,33.17,7.94,T3
0.01,80.58,14.13,T1
2.94,54.68,9.51,T2
9.39,24.7,29.2,T3
3.17,69.77,29.17,T2
0.03,22.25,30.3,T3
2.2,41.92,6.18,T1
7.93,50.18,40.38,T2
0.24,31.32,32.71,T3
3.07,39.91,18.49,T1
5.74,23.92,8.46,T1
2.99,54.42,29.46,T2
9.76,71.91,47.58,T3
6.99,62.32,26.47,T2
9.39,6.06,7.4,T3
6.91,39.04,23.92,T3
5.24,59.61,11.36,T2
2.52,68.02,29.44,T2
2.65,2.53,22.07,T2
2.3,43.22,36.1,T3
6.49,70.04,9.16,T3
7.9,29.31,4.98,T3
3.22,61.82,46.52,T3
7.91,37.12,15.77,T3
8.29,10.65,9.27,T3
8.54,2.81,48.55,T1
1.28,61.39,23.95,T2
4.72,38.84,33.06,T1
6.44,75.41,26.19,T1
2.71,16.59,21.5,T3
3.6,10.59,46.21,T3
1.14,7.65,35.74,T3
5.77,60.63,39.78,T1
1.87,48.76,37.61,T3
7.98,23.79,5.16,T3
5.01,65.88,13.51,T3
3.92,77.81,20.43,T3
0.83,64.43,32.8,T1
7.82,4.78,21.88,T2
4.97,58.99,31.42,T3
5.14,10.65,39.17,T2
6.91,14.14,3.29,T1
3.12,83.04,12.37,T2
1.37,28.89,43.22,T1
8.59,44.19,25.92,T2
0.75,74.52,15.04,T3
2.51,14.13,17.02,T3
5.69,68.08,36.12,T2
0.38,2.43,17.02,T2
6.2,13.81,12.83,T2
6.14,80.35,11.59,T3
5.58,32.87,41.65,T1
1.79,74.75,5.66,T1
2.02,46.23,38.32,T2
7.08,53.83,25.4,T2
0.77,75.67,36.33,T3
1.62,55.11,37.25,T2
3.57,23.0,22.74,T2
5.65,18.59,41.74,T1
2.33,7.18,10.62,T3
0.47,64.45,21.56,T2
8.29,95.79,44.35,T1
8.69,15.13,8.67,T3
3.78,56.8,44.27,T2
2.06,0.14,29.58,T3
6.24,80.21,17.23,T3
7.2,16.89,8.73,T3
3.64,86.82,8.35,T3
6.24,79.73,22.1,T2
6.22,89.58,24.55,T1
9.08,43.09,9.44,T3
2.54,61.28,13.75,T2
5.25,47.69,45.99,T2
4.03,70.77,32.89,T2
3.08,88.69,40.88,T3
1.8,39.78,1.56,T3
1.35,87.38,20.92,T1
3.41,12.01,25.83,T3
4.1,53.66,9.89,T2
3.13,77.8,3.71,T2
1.08,21.81,31.34,T3
0.35,98.24,49.89,T1
6.62,20.28,27.44,T1
7.94,93.38,24.74,T2
2.1,21.01,22.95,T2
6.01,50.86,45.35,T3
5.29,34.92,39.54,T1
5.15,20.63,40.66,T2
0.62,55.28,15.31,T2
1.6,45.34,19.65,T3
8.54,76.28,0.16,T3
1.65,68.44,11.56,T3
9.36,0.52,21.66,T3
6.31,78.01,32.3,T2
2.21,19.47,9.56,T2
2.64,9.62,28.89,T1
9.89,20.08,36.81,T3
6.58,45.24,48.84,T3
2.94,39.0,48.63,T3
3.74,52.73,33.22,T1
7.6,15.13,18.27,T3
3.45,69.28,13.59,T2
5.36,5.45,32.18,T3
0.73,21.52,12.35,T1
8.58,68.86,33.32,T1
5.9,67.96,35.76,T2
4.85,58.34,23.45,T2
1.33,80.88,42.04,T3
7.97,88.5,26.79,T3
9.09,43.45,33.28,T1
7.73,69.46,4.93,T2
4.96,98.06,11.63,T2
9.29,55.05,26.01,T3
9.56,36.26,11.23,T2
0.43,59.96,39.79,T2
3.65,86.3,4.46,T2
1.47,23.47,23.29,T3
3.74,45.48,0.86,T2
6.04,56.1,8.01,T3
3.93,50.66,39.09,T2
6.25,82.07,20.25,T2
0.33,67.05,20.14,T2
7.82,25.67,33.58,T3
1.58,57.78,0.75,T1
0.21,13.7,48.86,T1
4.52,31.01,23.83,T1
2.88,79.51,21.07,T1
1.79,43.02,41.67,T3
0.13,15.85,31.51,T2
6.0,67.4,43.66,T2
9.21,14.06,10.01,T2
1.87,56.87,4.67,T1
7.72,70.54,31.93,T3
3.41,24.94,27.77,T3
8.74,19.29,20.47,T3
1.32,53.7,45.05,T1
7.26,20.16,2.39,T1
6.25,54.05,32.44,T1
6.31,8.35,47.1,T3
4.72,45.01,31.4,T1
1.66,93.96,47.18,T1
3.59,42.33,31.64,T3
1.85,84.84,40.52,T1
1.27,32.43,24.42,T1
3.1,23.22,26.9,T1
3.13,38.33,3.28,T1
2.2,75.94,17.83,T3
2.57,31.18,32.03,T1
6.06,42.49,40.87,T2
4.1,21.02,3.44,T3
3.57,79.51,33.39,T2
8.29,85.73,6.42,T3
7.07,34.63,29.46,T1
1.37,60.7,11.01,T3
9.34,34.83,29.88,T2
7.14,23.19,7.74,T1
0.54,42.14,2.81,T3
2.42,86.57,46.64,T1
5.77,80.59,31.93,T2
3.19,50.9,44.66,T3
0.55,57.47,5.75,T2
8.43,79.96,49.56,T2
8.54,3.4,7.29,T1
7.45,3.27,41.48,T2
5.45,75.29,13.83,T3
1.89,13.69,16.74,T2
3.5,95.25,45.72,T3
7.96,72.66,34.66,T3
8.79,40.79,47.22,T3
3.58,62.83,30.93,T3
6.85,37.06,3.37,T1
3.27,92.9,1.63,T3
6.82,18.68,21.03,T1
8.47,50.78,18.21,T1
1.61,79.45,0.53,T2
4.04,70.14,25.32,T3
2.13,39.02,44.07,T3
5.99,57.34,45.26,T2
4.67,58.31,11.37,T2
0.56,53.65,33.19,T2
8.32,63.24,15.84,T1
2.6,25.89,30.23,T3
8.79,67.02,33.21,T2
6.05,16.61,16.92,T1
1.14,64.86,36.31,T3
0.41,83.65,31.25,T3
5.34,41.45,23.47,T1
8.02,15.94,40.09,T2
0.85,92.19,49.31,T1
0.98,17.46,40.79,T1
9.11,40.41,9.81,T2
3.06,83.73,24.7,T3
4.93,18.4,24.24,T1
9.59,60.83,41.14,T2
2.92,52.98,37.21,T1
4.53,97.12,1.73,T1
1.31,78.99,18.63,T1
9.73,42.98,20.84,T2
9.25,65.81,39.99,T1
8.64,66.45,3.27,T1
7.28,10.39,14.02,T3
6.55,80.8,47.84,T2
9.5,7.61,46.19,T2
0.56,21.89,12.17,T2
8.75,70.69,2.72,T1
6.93,96.77,30.4,T2
1.83,0.64,32.53,T2
9.98,34.72,5.02,T3
0.24,28.32,49.71,T3
